State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn_binary,Total_charge,Avg_Day_Call_Duration,Avg_Eve_Call_Duration,Avg_Night_Call_Duration,Avg_Intl_Call_Duration,Cust_Serv_Call_Rate,TotalServices,EngagementScore,CS_Calls_x_DayCharge,IntlPlan_x_IntlMins,IsNewCustomer,IsPremium,Total_Minutes,Day_Min_Per_Call,Intl_Plan_Bin,Critical_Intl_Interaction,Log_Total_Minutes,Account_Length_Sq
NH,100,408,No,No,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,False,0,64.93,1.7504000000000002,1.4539215686274511,2.863917525773196,1.6166666666666665,0.01,1,100,37.2,0.0,0,1,654.6000000000001,1.7503998599680113,0,0,6.485550846869675,10000
WY,41,510,No,No,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,False,0,72.25,3.3402985074626868,3.308108108108108,1.4346153846153846,2.46,0.07317073170731707,1,41,114.14999999999999,0.0,0,1,704.7,3.340298008910745,0,0,6.559190218006784,1681
OR,133,415,No,No,0,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,False,0,55.97,2.0253521126760563,1.4045801526717556,2.087121212121212,3.225,0.022556390977443608,1,133,73.35,0.0,0,0,616.1999999999999,2.0253518274152356,0,0,6.425193120489006,17689
SC,36,408,No,Yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,False,0,33.04,0.24308943089430893,1.1034188034188033,3.103809523809524,1.4333333333333333,0.05555555555555555,2,72,10.16,0.0,0,0,493.5,0.24308941113094218,0,0,6.203547151062767,1296
MD,51,510,No,Yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,False,0,77.66999999999999,2.286776859504132,2.0575757575757576,2.7977272727272724,2.766666666666667,0.0,2,102,0.0,0.0,0,1,734.8999999999999,2.2867766705143246,0,0,6.601094239932553,2601
NY,122,415,No,No,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,False,0,44.209999999999994,1.1046875,2.0914285714285716,1.64,2.025,0.0,1,122,0.0,0.0,0,0,418.90000000000003,1.1046874136962959,0,0,6.040016587690148,14884
UT,110,408,No,No,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,False,0,60.15,1.888235294117647,1.5161016949152544,2.9,2.35,0.00909090909090909,1,110,32.74,0.0,0,0,595.5,1.8882351089965579,0,0,6.3910792415379705,12100
AL,91,408,Yes,No,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,False,0,44.94,1.32,0.893103448275862,1.8174418604651164,3.05,0.01098901098901099,2,182,25.81,12.2,0,0,423.90000000000003,1.3199998852174013,1,1,6.051853847120766,8281
DE,121,408,No,No,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5,False,0,62.26,2.9135135135135135,1.9683673469387755,1.3980582524271845,2.525,0.04132231404958678,1,121,183.25,0.0,0,0,562.6,2.913513119795524,0,0,6.334344780024526,14641
WV,109,415,No,No,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,False,0,58.45,1.8,2.2233009708737863,1.3276190476190477,0.975,0.027522935779816515,1,109,91.80000000000001,0.0,0,0,556.1999999999999,1.799999820000018,0,0,6.322924241905651,11881
NC,72,415,No,No,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,False,0,60.85,2.2329545454545454,1.2294573643410853,2.2822033898305087,2.2666666666666666,0.0,1,72,0.0,0.0,0,0,631.2,2.2329542917097394,0,0,6.4492057997815175,5184
AZ,108,415,No,No,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,False,0,56.419999999999995,1.5341269841269842,1.8199999999999998,1.7836734693877552,1.5666666666666667,0.027777777777777776,1,108,98.58,0.0,0,0,532.1999999999999,1.534126862370884,0,0,6.278896588304553,11664
ND,148,415,Yes,No,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,False,0,65.1,1.9702702702702701,1.1699248120300751,4.474193548387096,1.64,0.006756756756756757,2,296,37.18,8.2,0,1,659.9,1.97027009276846,1,1,6.493602542476407,21904
WA,76,510,Yes,No,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,True,1,72.44,2.2436363636363637,3.274603174603175,1.694308943089431,2.6399999999999997,0.0,2,152,0.0,13.2,0,1,674.7,2.24363615966944,1,0,6.515749190558129,5776
ID,103,415,No,No,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6,True,1,54.120000000000005,1.1569536423841058,2.642857142857143,1.5431192660550457,5.266666666666667,0.05825242718446602,1,103,178.2,0.0,0,0,506.7,1.1569535657646643,0,0,6.229890721953349,10609
CT,87,415,No,No,0,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,True,1,63.21999999999999,2.891566265060241,1.2650943396226415,2.251190476190476,4.65,0.0,1,87,0.0,0.0,0,1,572.5,2.8915659166788052,0,0,6.351757936569426,7569
OK,35,510,No,Yes,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,False,0,57.51,2.384210526315789,1.8122448979591836,1.6764705882352942,1.6666666666666667,0.05714285714285714,2,70,61.6,0.0,0,0,591.8,2.3842102126039193,0,0,6.384857073981877,1225
ID,77,510,No,Yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,False,0,64.19,2.3719101123595503,2.304123711340206,1.4000000000000001,1.0777777777777777,0.025974025974025976,2,154,71.78,0.0,0,0,592.7,2.371909845852826,0,0,6.3863741412766295,5929
OR,124,510,No,No,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,False,0,58.15,1.5675925925925926,1.9626373626373625,2.954878048780488,4.066666666666666,0.008064516129032258,1,124,28.78,0.0,0,0,602.4000000000001,1.567592447445144,0,0,6.402580326724961,15376
SD,30,415,No,No,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,False,0,72.99,2.3121495327102806,2.3144736842105265,3.193333333333333,5.65,0.0,1,30,0.0,0.0,0,1,722.0,2.312149316621559,0,0,6.583409222158765,900
DE,53,415,No,Yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,False,0,53.13999999999999,2.0825396825396822,1.8192000000000002,1.7038095238095239,6.4,0.03773584905660377,2,106,44.6,0.0,0,0,550.3,2.0825393519778803,0,0,6.312279125595638,2809
CT,100,510,Yes,No,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,False,0,35.24999999999999,1.0938775510204082,0.7114754098360655,1.335042735042735,2.425,0.01,2,200,18.22,9.7,0,0,359.9,1.0938774394002613,1,1,5.8886009116487426,10000
MN,59,408,No,Yes,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,False,0,65.26,1.7658333333333334,1.4919117647058824,2.2473684210526317,1.7600000000000002,0.01694915254237288,2,118,36.02,0.0,0,0,637.0999999999999,1.7658331861805678,0,0,6.458495010874301,3481
WA,143,510,No,No,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,False,0,61.64,1.3366666666666667,2.7490384615384613,2.1470588235294117,1.725,0.02097902097902098,1,143,81.81,0.0,0,0,635.6999999999999,1.336666555277787,0,0,6.45629858702298,20449
MS,111,408,No,No,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,True,1,89.76,3.2744444444444443,4.091666666666667,2.1495867768595045,3.6,0.009009009009009009,1,111,50.1,0.0,0,1,860.1999999999999,3.2744440806173243,0,0,6.7583267654902075,12321
WA,143,510,No,No,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,False,0,52.58,1.246728971962617,1.9136752136752138,2.1223529411764708,0.7846153846153846,0.006993006993006993,1,143,22.68,0.0,0,0,547.9000000000001,1.2467288554459013,0,0,6.3079162755558436,20449
OH,68,415,Yes,Yes,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,True,1,58.3,1.366304347826087,2.8153061224489795,1.9861111111111112,2.3666666666666667,0.04411764705882353,3,204,64.11,14.2,0,0,630.3,1.3663041993147609,1,3,6.44778118537358,4624
TN,93,510,Yes,No,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,False,0,64.0,1.4771929824561405,2.173228346456693,4.0874999999999995,3.8000000000000003,0.010752688172043012,2,186,28.63,11.4,0,0,651.9999999999999,1.47719285287782,1,1,6.481577129276431,8649
ID,103,415,No,No,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,False,0,34.32,0.5291044776119403,1.2008928571428572,1.0292682926829269,2.0,0.019417475728155338,1,103,24.1,0.0,0,0,386.20000000000005,0.5291044381265345,0,0,5.958941355402422,10609
WV,144,510,No,Yes,38,105.0,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0,False,0,39.17,1.2209302325581395,0.9902439024390244,1.8155737704918034,0.925,0.0,2,288,0.0,0.0,0,0,452.0,1.2209300905895244,0,0,6.115892125483034,20736
WI,93,415,No,No,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1,False,0,59.230000000000004,1.078723404255319,2.014018691588785,2.363963963963964,1.7142857142857142,0.010752688172043012,1,93,25.86,0.0,0,0,642.0,1.0787233277501185,0,0,6.466144724237619,8649
OK,149,510,Yes,No,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,False,0,58.6,2.289873417721519,2.3481927710843373,1.8146788990825689,0.9777777777777779,0.020134228187919462,2,298,92.25,8.8,0,0,582.4,2.289873127864161,1,3,6.368873057433621,22201
WV,23,510,No,Yes,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,False,0,56.15,1.8642857142857143,1.6822916666666667,2.7532710280373833,1.5666666666666667,0.043478260869565216,2,46,26.62,0.0,0,0,622.1,1.8642854923469652,0,0,6.434707019550176,529
SD,221,510,No,Yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,False,0,59.65,2.123529411764706,2.4358695652173914,1.9970873786407766,0.7999999999999999,0.0,2,442,0.0,0.0,0,0,612.6999999999999,2.1235291619377454,0,0,6.419506209395051,48841
KS,164,510,No,Yes,30,238.8,100,40.6,230.0,121,19.55,206.3,66,9.28,13.2,8,3.56,1,False,0,72.99000000000001,2.388,1.9008264462809918,3.125757575757576,1.65,0.006097560975609756,2,328,40.6,0.0,0,1,688.3000000000001,2.387999761200024,0,0,6.535676589891606,26896
NC,104,415,No,Yes,18,182.1,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,False,0,61.43,2.759090909090909,3.286153846153846,1.787037037037037,1.488888888888889,0.019230769230769232,2,208,61.92,0.0,0,0,602.1,2.759090491046895,0,0,6.402083020456941,10816
NY,150,415,No,Yes,35,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,False,0,64.02,1.9388888888888889,1.9576470588235295,2.0361904761904763,4.4,0.013333333333333334,2,300,47.46,0.0,0,0,695.0,1.9388886195988027,0,0,6.54534966033442,22500
WI,184,408,No,Yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,False,0,65.08,2.6355263157894737,2.415238095238095,1.6053763440860216,2.04,0.0,2,368,0.0,0.0,0,0,613.4000000000001,2.635525969009741,0,0,6.420646181833463,33856
UT,61,415,Yes,Yes,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,False,0,50.83,1.0773109243697478,2.0686746987951805,2.200877192982456,1.95,0.04918032786885246,3,183,65.37,11.7,0,0,562.5,1.0773108338394255,1,3,6.334167333479831,3721
IN,115,415,No,No,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,True,1,74.94,2.241584158415842,4.613333333333333,2.602439024390244,3.075,0.02608695652173913,1,115,115.47,0.0,0,1,728.9,2.241583936476838,0,0,6.592907538457586,13225
AR,33,408,No,No,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,False,0,71.13,3.1098765432098765,2.027083333333333,2.4275862068965517,2.8000000000000003,0.06060606060606061,1,33,85.64,0.0,0,1,666.1,3.109876159274548,0,0,6.502939959715469,1089
ME,100,510,No,No,0,264.5,117,44.97,194.0,111,16.49,262.7,111,11.82,7.5,4,2.03,2,True,1,75.31,2.2606837606837606,1.7477477477477477,2.3666666666666667,1.875,0.02,1,100,89.94,0.0,0,1,728.7,2.260683567462943,0,0,6.592633490771575,10000
DE,75,510,No,Yes,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,False,0,56.36,2.089583333333333,1.4783783783783784,1.1084967320261438,0.5,0.013333333333333334,2,150,34.1,0.0,0,0,536.8,2.0895831156684253,0,0,6.287486743834764,5625
AK,121,408,No,Yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,False,0,67.18,2.5789473684210527,3.2863636363636366,0.8992,0.9375,0.0,2,242,0.0,0.0,0,1,581.8,2.578947096952937,0,0,6.36784407432105,14641
MI,142,415,Yes,No,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,False,0,53.190000000000005,1.0057142857142858,1.9210084033613446,1.7375,1.5571428571428572,0.007042253521126761,2,284,23.94,10.9,0,0,533.1999999999999,1.005714213877556,1,1,6.280770300675861,20164
WA,121,510,No,No,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,True,1,77.34,2.743010752688172,2.751546391752577,1.6754237288135592,2.9333333333333336,0.024793388429752067,1,121,130.10999999999999,0.0,0,1,728.5,2.743010457740811,0,0,6.592359367962841,14641
SD,87,415,No,Yes,33,125.0,99,21.25,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,False,0,53.69,1.2626262626262625,2.9049382716049386,2.2663157894736843,1.457142857142857,0.022988505747126436,2,174,42.5,0.0,0,0,585.8000000000001,1.262626135088269,0,0,6.374684046268826,7569
SD,34,408,No,No,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5.0,3,1.35,1,False,0,69.03999999999999,2.7784615384615385,2.832323232323232,2.7847619047619045,1.6666666666666667,0.029411764705882353,1,34,30.7,0.0,0,0,758.4,2.7784611110059827,0,0,6.632528647797702,1156
AK,177,415,Yes,No,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,True,1,68.61999999999999,2.107627118644068,2.36027397260274,2.2057471264367816,5.65,0.005649717514124294,2,354,42.28,11.3,0,1,624.1999999999999,2.107626940031615,1,1,6.438071598547322,31329
MA,58,415,No,Yes,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,False,0,64.55000000000001,1.6045045045045045,2.1715596330275226,2.23728813559322,4.2,0.0,2,116,0.0,0.0,0,0,687.1999999999999,1.604504359954562,0,0,6.53407949336338,3364
AR,113,415,Yes,No,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,True,1,42.370000000000005,1.0910714285714287,1.401063829787234,1.599056603773585,1.1444444444444446,0.04424778761061947,2,226,103.85,10.3,0,0,433.7,1.0910713311543454,1,5,6.074656137994746,12769
OR,89,415,No,No,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,False,0,40.82,1.100990099009901,1.298936170212766,2.127058823529412,6.3,0.033707865168539325,1,89,56.699999999999996,0.0,0,0,426.70000000000005,1.1009899900009912,0,0,6.058422015232863,7921
NC,77,408,Yes,Yes,44,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,True,1,49.99999999999999,0.882051282051282,2.7476744186046513,2.014851485148515,5.95,0.0,3,231,0.0,11.9,0,0,554.9,0.88205120666229,1,0,6.320588421959424,5929
OK,146,510,No,No,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,True,1,40.22,1.330769230769231,1.3024590163934426,0.6493150684931507,0.43333333333333335,0.0273972602739726,1,146,94.12,0.0,0,0,348.59999999999997,1.3307691028106632,0,0,5.85678964378138,21316
NJ,93,415,No,No,0,146.3,85,24.87,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,False,0,56.88,1.7211764705882355,2.28,2.841463414634146,3.8333333333333335,0.0,1,93,0.0,0.0,0,0,607.4,1.7211762680969096,0,0,6.4108325603851375,8649
OH,160,415,No,No,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,False,0,68.97,3.125757575757576,2.211926605504587,2.2333333333333334,1.95,0.0,1,160,0.0,0.0,0,0,686.9000000000001,3.125757102158015,0,0,6.533643478531968,25600
NM,55,415,No,No,0,132.0,103,22.44,279.6,114,23.77,180.0,74,8.1,13.5,4,3.65,0,False,0,57.96,1.2815533980582525,2.4526315789473685,2.4324324324324325,3.375,0.0,1,55,0.0,0.0,0,0,605.1,1.2815532736356046,0,0,6.40704498895724,3025
OH,88,408,No,No,0,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,False,0,71.60000000000001,2.6152380952380954,1.331404958677686,1.5804878048780489,2.3,0.022727272727272728,1,88,93.36,0.0,0,1,639.3000000000001,2.6152378461678243,0,0,6.461936816524757,7744
MI,63,510,No,No,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,False,0,62.55,2.1298850574712644,2.589655172413793,2.089247311827957,3.9,0.0,1,63,0.0,0.0,0,0,616.6000000000001,2.1298848126569183,0,0,6.425840998710567,3969
IL,57,415,No,Yes,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,False,0,68.76,1.7066666666666666,3.4120481927710844,2.9623376623376623,2.94,0.017543859649122806,2,114,30.46,0.0,0,0,705.2,1.7066665041269995,0,0,6.559898483494286,3249
RI,138,510,Yes,No,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11.0,4,2.97,2,True,1,74.11,4.691803278688524,3.1199999999999997,1.2824561403508772,2.75,0.014492753623188406,2,276,97.3,11.0,0,1,630.5999999999999,4.6918025095405715,1,2,6.448256282381487,19044
AR,115,408,No,No,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,17.0,1,4.59,3,False,0,73.66000000000001,2.3304347826086955,1.4490566037735848,3.573846153846154,17.0,0.02608695652173913,1,115,136.68,0.0,0,1,670.9000000000001,2.3304345799622106,0,0,6.510109519926105,13225
NY,171,415,No,No,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,False,0,56.980000000000004,1.25,1.8174311926605504,2.234351145038168,2.66,0.011695906432748537,1,171,46.76,0.0,0,0,641.5999999999999,1.2499998863636466,0,0,6.465522446681758,29241
NC,127,510,No,No,0,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15.0,2,4.05,1,False,0,50.92999999999999,1.7075949367088608,1.9429824561403508,0.964406779661017,7.5,0.007874015748031496,1,127,22.93,0.0,0,0,485.2,1.7075947205576303,0,0,6.186620061882023,16129
OR,61,415,No,No,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,False,0,67.86,3.081578947368421,2.0064814814814813,1.0704918032786885,6.95,0.01639344262295082,1,61,39.81,0.0,0,1,595.4,3.08157854189756,0,0,6.390911582890583,3721
VT,131,415,No,No,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,False,0,52.24999999999999,2.3986301369863012,1.481896551724138,1.3946808510638298,1.2166666666666666,0.007633587786259542,1,131,29.77,0.0,0,0,485.40000000000003,2.3986298084068753,0,0,6.1870313306519575,17161
SD,88,408,No,No,0,142.2,107,24.17,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,False,0,55.459999999999994,1.3289719626168224,3.1238095238095234,1.406060606060606,2.02,0.011363636363636364,1,88,24.17,0.0,0,0,553.9,1.3289718384138467,0,0,6.318787917331855,7744
DC,130,510,No,No,0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6.0,1,1.62,2,False,0,50.27,1.634567901234568,1.820909090909091,1.9660194174757282,6.0,0.015384615384615385,1,130,45.02,0.0,0,0,541.2,1.6345676994360865,0,0,6.295634937064565,16900
RI,89,415,No,Yes,24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0,False,0,45.48,0.9979591836734694,3.0925373134328358,1.7023809523809523,2.95,0.0,2,178,0.0,0.0,0,0,525.4,0.99795908184091,0,0,6.266061380011108,7921
ID,82,415,No,No,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11.0,6,2.97,3,True,1,79.19,3.2156626506024093,3.1040540540540538,2.5424242424242425,1.8333333333333333,0.036585365853658534,1,82,136.10999999999999,0.0,0,1,759.3,3.215662263173221,0,0,6.633713092234391,6724
MN,115,415,No,No,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,False,0,65.82,2.176086956521739,2.288785046728972,1.9885416666666667,2.9333333333333336,0.008695652173913044,1,115,34.03,0.0,0,0,644.8,2.1760867199905736,0,0,6.470489858324175,13225
WV,117,510,Yes,No,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,False,0,65.11,1.6396694214876033,2.3990384615384617,1.4156521739130437,2.1,0.008547008547008548,2,234,33.73,10.5,0,0,621.2,1.6396692859777449,1,1,6.433261584463537,13689
NH,60,415,No,No,0,180.3,67,30.65,208.0,68,17.68,181.2,101,8.15,12.8,6,3.46,2,False,0,59.94,2.691044776119403,3.0588235294117645,1.7940594059405939,2.1333333333333333,0.03333333333333333,1,60,61.3,0.0,0,0,582.3,2.691044374470989,0,0,6.368701633759592,3600
WI,62,415,No,No,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,False,0,49.07,1.0273809523809523,2.411111111111111,3.017721518987342,12.5,0.03225806451612903,1,62,29.34,0.0,0,0,575.9,1.0273808300737106,0,0,6.357668941262844,3844
IN,131,408,No,No,0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3,False,0,73.65,2.2305555555555556,1.8395604395604397,2.9559633027522936,1.8375,0.022900763358778626,1,131,122.85000000000001,0.0,0,1,745.2,2.230555349022653,0,0,6.614993660787057,17161
IN,65,408,No,No,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8.0,5,2.16,1,False,0,61.61,1.9055045871559633,1.858974358974359,1.1315315315315315,1.6,0.015384615384615385,1,65,35.31,0.0,0,0,558.8,1.9055044123390446,0,0,6.327579577081353,4225
OR,142,510,No,Yes,22,224.4,114,38.15,146.0,106,12.41,241.4,98,10.86,8.8,2,2.38,1,False,0,63.800000000000004,1.968421052631579,1.3773584905660377,2.463265306122449,4.4,0.007042253521126761,2,284,38.15,0.0,0,1,620.5999999999999,1.9684208799630807,0,0,6.432296799053438,20164
OK,134,415,No,No,0,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,10.0,9,2.7,2,False,0,52.21000000000001,1.433913043478261,1.3177083333333333,1.908,1.1111111111111112,0.014925373134328358,1,134,56.06,0.0,0,0,539.9,1.433912918790181,0,0,6.293234418877382,17956
NJ,139,415,No,Yes,43,231.0,85,39.27,222.3,82,18.9,148.0,105,6.66,8.3,5,2.24,2,False,0,67.07,2.7176470588235295,2.7109756097560975,1.4095238095238096,1.6600000000000001,0.014388489208633094,2,278,78.54,0.0,0,1,609.5999999999999,2.7176467391003833,0,0,6.414442080300777,19321
AR,76,408,No,No,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,True,1,53.42,0.7664285714285715,1.7909774436090224,2.3431034482758624,3.3333333333333335,0.05263157894736842,1,76,72.96,0.0,0,0,627.3,0.7664285166836774,0,0,6.443017759408901,5776
UT,100,408,No,No,0,185.0,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,False,0,60.71,1.5163934426229508,1.983695652173913,2.9880434782608694,0.6375,0.01,1,100,31.45,0.0,0,0,647.5,1.5163933183284164,0,0,6.474662003756499,10000
DC,99,415,No,Yes,31,244.1,71,41.5,203.4,58,17.29,234.0,115,10.53,7.7,4,2.08,3,False,0,71.39999999999999,3.4380281690140846,3.506896551724138,2.034782608695652,1.925,0.030303030303030304,2,198,124.5,0.0,0,1,689.2,3.438027684784833,0,0,6.536981410663903,9801
OH,106,415,No,Yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,False,0,66.98,2.096190476190476,2.038532110091743,1.6500000000000001,1.6375,0.0,2,212,0.0,0.0,0,1,613.8,2.096190276553307,0,0,6.421297011664441,11236
KS,170,415,No,Yes,42,199.5,119,33.92,135.0,90,11.48,184.6,49,8.31,10.9,3,2.94,4,True,1,56.650000000000006,1.6764705882352942,1.5,3.76734693877551,3.6333333333333333,0.023529411764705882,2,340,135.68,0.0,0,0,530.0,1.6764704473554246,0,0,6.274762021241939,28900
SC,78,415,No,No,0,109.5,105,18.62,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,False,0,55.4,1.042857142857143,3.1788888888888893,2.191150442477876,0.5444444444444445,0.01282051282051282,1,78,18.62,0.0,0,0,648.1,1.0428570435374245,0,0,6.475586788039423,6084
TN,39,408,No,No,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,False,0,49.84,1.7018181818181817,0.9887931034482759,1.26144578313253,2.6399999999999997,0.02564102564102564,1,39,31.82,0.0,0,0,419.79999999999995,1.701818027107452,0,0,6.0421576614235,1521
MI,119,510,Yes,Yes,22,172.1,119,29.26,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,True,1,58.77,1.446218487394958,1.681203007518797,1.5957446808510638,0.6950000000000001,0.008403361344537815,3,357,29.26,13.9,0,0,559.6,1.4462183658640029,1,1,6.329007638730688,14161
RI,95,408,No,No,0,160.0,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,False,0,56.46,1.2030075187969924,2.1969387755102043,2.171264367816092,2.275,0.0,1,95,0.0,0.0,0,0,573.3000000000001,1.203007428345306,0,0,6.3531519078702505,9025
MO,116,408,No,No,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,False,0,38.65,0.4820754716981132,1.5226277372262773,2.152173913043478,4.1000000000000005,0.008620689655172414,1,116,8.69,0.0,0,0,470.0,0.4820754262192994,0,0,6.154858094016418,13456
TN,110,415,No,No,0,227.7,88,38.71,170.0,96,14.45,128.7,57,5.79,11.7,5,3.16,1,False,0,62.11,2.5875,1.7708333333333333,2.257894736842105,2.34,0.00909090909090909,1,110,38.71,0.0,0,1,538.1,2.5874997059659424,0,0,6.289901082457623,12100
CT,74,510,No,No,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9.0,2,2.43,1,False,0,61.48,2.646753246753247,1.8477477477477477,1.4211009174311928,4.5,0.013513513513513514,1,74,34.65,0.0,0,0,572.8,2.6467529030191037,0,0,6.352280903547264,5476
